id,source,sender,subject,body,timestamp,category,priority_label,action_required,action_text,label_source,confidence,decision_path
sms_11,sms,JA-DOTGOI-G,(none),Check mobile connections issued in your name and report connections which are not required. Download Sanchar Saathi App today. Android: https://play.google.com/store/apps/details?id=com.dot.app.sancharsaathi iOS: https://apps.apple.com/in/app/sanchar-saathi/id6739700695,2025-10-15T12:10:14+00:00,promotion,high,0,,rule+llm_agree,0.98,rule+llm_agree
sms_12,sms,VM-EKARTL-S,(none),"Ekart Update : Greenchef Pearl Special Com... with tracking ID FMPC5343634160 from flipkart.com will be delivered today before 11pm (call 02248887777, PIN 104). Share OTP 265817 only to accept order after checking that there are No Damages, Missing or Wrong items at the doorstep. Returns will not be accepted for these reasons once the order is delivered.",2025-10-15T09:32:12+00:00,security,high,1,Verify transaction; SMS BLOCKUPI if unauthorised.,rule+llm_agree,0.98,rule+llm_agree
sms_13,sms,VM-EKARTL-S,(none),"Ekart Update : Greenchef Pearl Special Com... with tracking ID FMPC5343634160 from flipkart.com will be delivered today before 11pm (call 02248887777, PIN 104). Share OTP 265817 only to accept order after checking that there are No Damages, Missing or Wrong items at the doorstep. Returns will not be accepted for these reasons once the order is delivered.",2025-10-15T09:32:12+00:00,notification,low,0,,rule+llm_agree,0.98,rule+llm_agree
sms_14,sms,VK-EKARTL-S,(none),"Ekart Update : Greenchef Pearl Special Com... with tracking ID FMPC5343634160 from flipkart.com will be delivered today before 11pm (call 02248887777, PIN 104). Share OTP 265817 only to accept order after checking that there are No Damages, Missing or Wrong items at the doorstep. Returns will not be accepted for these reasons once the order is delivered.",2025-10-15T09:32:08+00:00,security,high,1,Verify transaction; SMS BLOCKUPI if unauthorised.,rule+llm_agree,0.98,rule+llm_agree
sms_15,sms,919666781092,(none),"Dear Customer, You have a missed call from +919666781092 The last missed call was at 08:18 PM on 14-Oct-2025 Thankyou, Team Jio.",2025-10-14T20:19:06+00:00,notification,low,0,,rule+llm_agree,0.98,rule+llm_agree
sms_16,sms,VM-BSELTD-S,(none),"UPSTOX SECURITIES at EOD 30/09/2025 reported your Fund bal Rs 0.800 & Securities bal 0. This excludes your Bank, DP and PMS bal with the broker-BSE",2025-10-14T18:27:38+00:00,transaction,high,1,Verify transaction; SMS BLOCKUPI if unauthorised.,rule+llm_agree,0.98,rule+llm_agree
sms_17,sms,AD-AXISBK-S,(none),"INR 1200.00 credited A/c no. XX4634 14-10-25, 16:32:27 IST UPI/P2A/528778351285/ASAM YATH/AXIS BANK - Axis Bank",2025-10-14T16:32:46+00:00,transaction,high,1,Verify transaction; SMS BLOCKUPI if unauthorised.,rule+llm_agree,0.98,rule+llm_agree
sms_18,sms,JK-SBIUPI-S,(none),Dear UPI user A/C X6996 debited by 49.0 on date 14Oct25 trf to DURISHETTY  SATH Refno 407527661917 If not u? call-1800111109 for other services-18001234-SBI,2025-10-14T13:58:16+00:00,notification,low,0,,llm,0.85,llm
sms_19,sms,AX-AXISBK-S,(none),"INR 2260.00 credited A/c no. XX4634 14-10-25, 10:29:04 IST UPI/P2A/455598087595/KATKAM  S/State Ban - Axis Bank",2025-10-14T10:29:16+00:00,transaction,high,1,,rule+llm_agree,0.98,rule+llm_agree
sms_20,sms,AX-AXISBK-S,(none),"INR 2.00 credited A/c no. XX4634 13-10-25, 23:47:01 IST UPI/P2A/243347242865/Google Pa/AXIS BANK - Axis Bank",2025-10-13T23:47:15+00:00,transaction,high,1,Verify transaction; SMS BLOCKUPI if unauthorised.,rule+llm_agree,0.98,rule+llm_agree
sms_21,sms,AX-AXISBK-S,(none),Your A/c has been debited towards Google for INR 2.00 on 13-10-25. 76ef4605f2c8479dab28b6663b557311@axl - Axis Bank,2025-10-13T23:46:21+00:00,transaction,high,1,Verify transaction; SMS BLOCKUPI if unauthorised.,rule+llm_agree,0.98,rule+llm_agree
sms_22,sms,JD-AXISBK-S,(none),Your UPI ASPRESENTED mandate has been successfully created towards Google from 13-10-25 to 31-12-35 for INR 999.00 - Axis Bank,2025-10-13T23:46:15+00:00,notification,low,0,,rule+llm_disagree,0.92,rule+llm_disagree
sms_23,sms,AX-AXISBK-S,(none),"INR 17700.00 debited A/c no. XX4634 13-10-25, 23:42:51 UPI/P2A/391409317011/VASAM  SIDDHARTHA Not you? SMS BLOCKUPI Cust ID to 919951860002 Axis Bank",2025-10-13T23:42:52+00:00,transaction,high,1,Verify transaction; SMS BLOCKUPI if unauthorised.,rule+llm_agree,0.98,rule+llm_agree
sms_24,sms,JK-620040-P,(none),మీరు అపరిమిత 5G డేటాని కోల్పోతున్నారు!!  మీ 5G ఫోన్‌లో మీ ప్రస్తుత ప్లాన్ నిజమైన అపరిమిత 5G డేటాని అందించదు.  కేవలం Rs.51 యాడ్-ఆన్‌తో రీచార్జ్ చేయండి మరియు మీ మిగిలిన ప్లాన్ వ్యాలిడిటీ లోను వేగవంతమైన అపరిమిత 5G ని ఆస్వాదించండి..  త్వరపడండి ! ఇప్పుడే రీచార్జ్ చేయండి www.jio.com/r/B3fmLece0,2025-10-13T19:43:30+00:00,transaction,high,1,Verify transaction; SMS BLOCKUPI if unauthorised.,rule+llm_agree,0.98,rule+llm_agree
sms_25,sms,JX-NSESMS-S,(none),"UPSTOX SECURITIES PRIVATE LIMI on 04-10-25 reported your Fund bal Rs.0.8 & Securities bal 0. This excludes your Bank, DP & PMS bal with the broker-NSE",2025-10-13T19:11:53+00:00,transaction,high,1,Verify transaction; SMS BLOCKUPI if unauthorised.,rule+llm_agree,0.98,rule+llm_agree
sms_26,sms,AX-AXISBK-S,(none),"INR 1000.00 credited A/c no. XX4634 13-10-25, 19:04:28 IST UPI/P2A/528644048113/Boggarapu/State Ban - Axis Bank",2025-10-13T19:04:44+00:00,transaction,low,0,,rule+llm_disagree,0.92,rule+llm_disagree
sms_27,sms,JM-JIOMRT-S,(none),You have a membership update from JioMart Quick! Click here: https://jm101.com/s/ZS19.html,2025-10-13T18:57:57+00:00,transaction,high,1,Verify transaction; SMS BLOCKUPI if unauthorised.,rule+llm_agree,0.98,rule+llm_agree
sms_28,sms,AD-AXISBK-S,(none),"INR 5000.00 credited A/c no. XX4634 13-10-25, 15:19:09 IST UPI/P2A/607294909896/REPAKA VE/INDUSIND - Axis Bank",2025-10-13T15:19:17+00:00,transaction,high,1,Verify transaction; SMS BLOCKUPI if unauthorised.,rule+llm_agree,0.98,rule+llm_agree
sms_29,sms,JM-JIOMRT-S,(none),You have a membership update from JioMart Quick! Click here: https://jm101.com/s/ZS19.html,2025-10-13T14:23:50+00:00,notification,low,0,,rule+llm_disagree,0.92,rule+llm_disagree
sms_30,sms,AX-AXISBK-S,(none),"INR 5000.00 credited A/c no. XX4634 12-10-25, 21:57:34 IST UPI/P2A/765440074642/REPAKA VE/INDUSIND - Axis Bank",2025-10-12T21:57:43+00:00,transaction,high,1,Verify transaction; SMS BLOCKUPI if unauthorised.,rule+llm_agree,0.98,rule+llm_agree


